"","life_satisfaction","household_size","house_owned","live_with_partner","no_child","house"
"16835",7,1,0,0,1,0
"16836",10,4,1,0,0,0
"16837",8,1,0,0,1,1
"16838",5,1,1,0,1,0
"16839",10,1,1,0,1,1
"16840",10,2,1,0,1,1
"16841",9,1,0,0,1,0
"16842",8,2,0,0,1,0
"16843",8,2,1,0,1,1
"16844",7,4,1,0,0,1
"16845",8,3,1,0,1,1
"16846",8,3,0,1,1,1
"16847",10,2,1,0,1,1
"16848",7,1,1,0,1,1
"16849",8,4,1,0,1,1
"16850",5,1,0,0,1,0
"16851",8,4,1,0,0,1
"16852",9,1,1,0,1,1
"16853",7,2,0,0,1,0
"16854",10,4,1,0,0,1
"16855",8,4,1,0,1,1
"16856",8,1,1,0,1,1
"16857",7,1,1,0,1,1
"16858",9,1,1,0,1,0
"16859",7,2,1,0,1,1
"16860",8,3,0,1,1,0
"16861",9,1,1,0,1,1
"16862",6,2,1,0,1,1
"16863",7,2,0,1,1,1
"16864",10,1,1,0,1,1
"16865",8,2,1,0,1,1
"16866",8,4,1,0,0,1
"16867",9,4,1,1,0,1
"16868",8,1,1,0,1,1
"16869",8,3,1,0,1,1
"16870",10,2,0,0,1,0
"16871",8,3,0,0,1,0
"16872",10,2,1,0,1,1
"16873",10,2,0,0,1,0
"16874",8,2,0,0,1,1
"16875",7,4,1,0,1,0
"16876",9,2,1,0,1,1
"16877",9,4,1,0,0,1
"16878",10,2,1,0,1,1
"16879",2,2,1,0,1,1
"16880",7,2,1,1,1,0
"16881",9,1,0,0,1,0
"16882",8,2,1,0,1,1
"16883",7,4,1,0,1,1
"16884",7,1,1,0,1,1
"16885",9,3,1,0,1,1
"16886",10,3,1,0,1,1
"16887",6,5,0,0,0,0
"16888",10,5,0,0,0,0
"16889",10,1,0,0,1,0
"16890",10,2,1,1,1,1
"16891",10,1,1,0,1,0
"16892",5,1,1,0,1,1
"16893",10,3,0,0,0,1
"16894",5,2,0,0,1,0
"16895",8,2,0,0,1,0
"16896",9,4,1,0,0,1
"16897",10,2,1,1,1,1
"16898",8,2,0,0,0,0
"16899",3,1,1,0,1,0
"16900",6,1,1,0,1,1
"16901",2,1,0,0,1,NA
"16902",6,2,1,1,1,1
"16903",8,2,1,0,1,1
"16904",10,2,1,0,1,1
"16905",8,2,1,0,1,1
"16906",9,4,1,0,0,1
"16907",9,2,1,0,1,0
"16908",8,2,1,0,1,0
"16909",8,5,1,0,0,1
"16910",10,2,0,0,1,0
"16911",8,1,0,0,1,0
"16912",8,2,1,0,1,0
"16913",8,2,1,0,1,1
"16914",8,2,1,0,1,1
"16915",10,1,1,0,1,1
"16916",9,4,0,0,0,1
"16917",8,4,1,0,0,1
"16918",9,4,1,0,0,1
"16919",8,2,1,0,1,1
"16920",7,4,1,0,0,0
"16921",8,2,0,0,1,1
"16922",9,1,1,0,1,1
"16923",9,4,1,0,0,1
"16924",8,1,0,0,1,0
"16925",9,4,1,0,1,1
"16926",8,1,0,0,1,0
"16927",8,3,1,0,0,1
"16928",7,3,1,0,1,1
"16929",10,3,1,0,1,1
"16930",7,3,1,0,0,1
"16931",7,5,1,0,0,1
"16932",5,2,1,1,1,1
"16933",7,1,0,0,1,0
"16934",5,3,1,0,1,1
"16935",10,6,1,0,0,1
"16936",9,1,1,0,1,1
"16937",9,2,1,0,1,1
"16938",8,2,1,0,1,1
"16939",9,4,0,0,0,1
"16940",7,3,1,0,1,1
"16941",9,2,1,0,1,1
"16942",3,2,1,0,1,1
"16943",10,2,0,0,1,0
"16944",6,2,1,0,1,0
"16945",10,2,1,0,1,1
"16946",7,1,1,0,1,1
"16947",8,1,0,0,1,0
"16948",8,5,1,0,0,1
"16949",9,2,1,0,1,1
"16950",8,2,1,0,1,0
"16951",10,3,1,0,1,1
"16952",10,5,1,0,1,1
"16953",10,6,1,1,0,1
"16954",6,5,1,1,0,0
"16955",5,1,1,0,1,1
"16956",9,3,1,0,0,0
"16957",10,3,1,0,1,1
"16958",7,5,0,0,0,1
"16959",10,3,1,0,0,1
"16960",9,4,1,0,1,1
"16961",7,2,1,1,1,0
"16962",8,2,1,0,1,1
"16963",8,4,1,0,1,1
"16964",5,1,0,0,1,0
"16965",8,2,1,0,1,0
"16966",10,2,1,0,1,1
"16967",2,2,1,0,1,1
"16968",9,3,1,0,1,1
"16969",10,1,0,0,1,0
"16970",8,4,1,0,0,1
"16971",7,1,1,0,1,1
"16972",10,1,0,0,1,1
"16973",9,5,1,0,1,1
"16974",6,4,1,0,1,1
"16975",7,2,1,0,1,1
"16976",5,1,1,0,1,1
"16977",10,2,1,0,1,1
"16978",9,4,1,0,0,0
"16979",5,2,0,0,1,0
"16980",5,1,1,0,1,0
"16981",10,4,1,0,0,1
"16982",9,2,1,1,1,1
"16983",7,3,0,0,0,0
"16984",10,3,1,0,0,1
"16985",7,1,0,0,1,0
"16986",5,1,0,0,1,0
"16987",8,3,1,0,0,1
"16988",8,2,1,1,1,1
"16989",7,2,1,1,1,1
"16990",8,1,0,0,1,0
"16991",9,2,1,0,1,1
"16992",10,3,0,1,0,1
"16993",9,4,1,0,1,1
"16994",5,1,0,0,1,0
"16995",9,1,0,0,1,0
"16996",8,2,1,0,1,0
"16997",6,3,0,0,1,0
"16998",7,2,0,0,0,1
"16999",8,4,0,0,0,0
"17000",7,5,0,1,0,1
"17001",9,2,1,0,1,1
"17002",6,4,1,0,0,1
"17003",8,4,1,0,0,1
"17004",8,1,1,0,1,1
"17005",8,3,1,0,1,1
"17006",8,1,0,0,1,0
"17007",6,3,1,0,1,1
"17008",8,1,0,0,1,1
"17009",8,3,1,0,0,1
"17010",8,2,1,0,1,1
"17011",7,1,0,0,1,0
"17012",9,1,1,0,1,1
"17013",8,1,0,0,1,0
"17014",8,5,0,0,1,1
"17015",7,1,1,0,1,1
"17016",8,2,1,0,1,1
"17017",8,1,0,0,1,1
"17018",8,1,0,0,1,1
"17019",5,2,0,0,1,NA
"17020",7,1,1,0,1,0
"17021",9,4,1,0,0,1
"17022",10,5,1,0,0,1
"17023",8,2,1,0,1,1
"17024",9,1,1,0,1,1
"17025",8,2,1,0,1,0
"17026",7,1,1,0,1,1
"17027",8,1,0,0,1,0
"17028",10,5,1,0,0,1
"17029",8,2,0,0,1,0
"17030",10,2,1,0,1,1
"17031",8,2,1,0,1,1
"17032",7,1,0,0,1,0
"17033",9,4,1,0,0,1
"17034",9,2,1,0,1,1
"17035",5,4,1,0,0,1
"17036",8,3,1,0,0,0
"17037",7,1,1,0,1,0
"17038",10,5,1,0,0,1
"17039",9,3,0,0,0,0
"17040",7,3,1,1,1,1
"17041",8,1,0,0,1,0
"17042",8,2,1,0,1,1
"17043",9,1,1,0,1,1
"17044",9,1,1,0,1,1
"17045",8,4,1,0,0,1
"17046",9,1,1,0,1,1
"17047",6,2,1,0,1,1
"17048",8,4,1,0,0,1
"17049",6,5,0,0,0,NA
"17050",10,2,1,0,1,1
"17051",5,2,1,0,1,1
"17052",5,2,0,1,1,0
"17053",5,1,0,0,1,0
"17054",9,3,1,0,1,1
"17055",10,2,0,1,1,0
"17056",8,4,1,0,0,1
"17057",8,1,1,0,1,1
"17058",7,5,1,0,0,1
"17059",4,2,1,0,1,1
"17060",8,4,1,0,0,1
"17061",10,2,1,0,1,1
"17062",9,2,1,0,1,1
"17063",5,2,0,0,1,0
"17064",8,2,1,0,1,0
"17065",6,2,1,0,1,1
"17066",5,2,0,0,1,0
"17067",7,3,0,0,1,0
"17068",8,1,1,0,1,1
"17069",10,2,1,1,1,1
"17070",10,2,1,0,1,1
"17071",9,2,1,0,1,1
"17072",7,2,0,0,1,0
"17073",7,2,0,1,1,0
"17074",7,2,0,0,1,1
"17075",8,1,1,0,1,1
"17076",10,2,0,0,1,0
"17077",10,1,1,0,1,1
"17078",8,1,1,0,1,1
"17079",6,3,1,0,1,1
"17080",9,1,1,0,1,1
"17081",8,2,1,0,1,0
"17082",9,2,1,0,1,1
"17083",8,2,1,0,1,1
"17084",10,2,1,0,1,1
"17085",7,2,1,0,1,1
"17086",8,2,1,0,1,1
"17087",7,2,1,0,1,0
"17088",4,1,0,0,1,0
"17089",8,5,1,1,0,1
"17090",10,2,1,0,1,1
"17091",9,4,0,0,1,0
"17092",8,1,0,0,1,0
"17093",7,2,1,0,0,1
"17094",8,2,1,0,1,0
"17095",8,2,1,0,1,1
"17096",9,2,1,0,1,0
"17097",8,1,1,0,1,0
"17098",10,2,1,0,1,0
"17099",10,2,1,0,1,0
"17100",6,1,1,0,1,0
"17101",9,3,1,0,1,1
"17102",9,2,1,0,1,1
"17103",8,2,1,0,1,1
"17104",8,2,1,0,1,1
"17105",9,1,1,0,1,1
"17106",8,2,1,0,1,1
"17107",8,2,1,0,1,0
"17108",8,2,1,0,1,1
"17109",9,4,1,0,0,1
"17110",8,1,1,0,1,1
"17111",9,5,1,0,0,0
"17112",8,2,1,1,1,0
"17113",6,3,1,0,0,1
"17114",9,6,1,1,0,1
"17115",8,3,1,0,1,1
"17116",9,4,1,0,0,1
"17117",10,1,0,0,1,0
"17118",8,1,1,0,1,1
"17119",8,2,0,0,0,0
"17120",8,2,1,1,1,1
"17121",9,4,1,0,0,1
"17122",9,4,1,1,0,1
"17123",8,2,0,0,1,0
"17124",6,2,1,0,1,1
"17125",7,4,1,0,1,1
"17126",10,2,1,0,1,1
"17127",7,2,0,0,1,0
"17128",10,3,1,0,1,0
"17129",10,2,1,0,1,1
"17130",8,2,1,1,1,1
"17131",8,2,1,0,1,1
"17132",8,1,0,0,1,0
"17133",5,2,0,0,1,0
"17134",8,2,1,0,1,1
"17135",5,1,0,0,1,0
"17136",7,3,0,0,1,0
"17137",8,3,0,0,0,NA
"17138",8,3,1,0,0,1
"17139",9,3,1,0,1,1
"17140",6,4,1,0,1,1
"17141",5,2,1,0,1,1
"17142",8,4,1,1,0,0
"17143",8,4,1,0,0,0
"17144",9,1,1,0,1,0
"17145",8,3,1,0,0,1
"17146",8,1,1,0,1,1
"17147",8,4,1,0,0,1
"17148",6,1,0,0,1,1
"17149",10,3,1,0,1,1
"17150",7,2,0,0,1,0
"17151",10,2,0,0,1,1
"17152",7,2,1,0,1,1
"17153",8,2,1,0,1,0
"17154",10,2,1,0,1,1
"17155",8,3,1,0,1,0
"17156",7,4,1,1,0,1
"17157",10,6,1,0,0,1
"17158",10,2,1,0,1,1
"17159",8,5,1,0,0,1
"17160",6,2,0,0,0,0
"17161",10,1,1,0,1,1
"17162",8,1,1,0,1,0
"17163",8,4,1,0,0,1
"17164",10,2,0,0,1,0
"17165",8,1,1,0,1,1
"17166",7,5,0,0,0,1
"17167",8,3,0,1,0,0
"17168",8,3,0,1,0,0
"17169",7,4,1,0,0,1
"17170",8,1,0,0,1,0
"17171",9,3,0,0,0,0
"17172",8,4,1,0,0,1
"17173",8,4,1,0,0,1
"17174",8,3,1,0,1,1
"17175",7,3,1,0,0,1
"17176",5,3,1,0,0,0
"17177",8,2,0,0,1,1
"17178",5,1,0,0,1,0
"17179",8,3,1,0,1,1
"17180",5,2,1,0,1,1
"17181",7,3,1,0,1,1
"17182",9,5,0,0,0,0
"17183",9,1,0,0,1,1
"17184",8,2,1,1,1,1
"17185",7,1,1,0,1,1
"17186",8,2,0,0,1,0
"17187",10,2,1,0,1,1
"17188",9,1,1,0,1,1
"17189",8,1,1,0,1,0
"17190",5,1,0,0,1,0
"17191",7,1,0,0,1,0
"17192",9,4,1,1,0,1
"17193",8,2,1,1,1,0
"17194",7,1,1,0,1,1
"17195",7,2,1,0,1,1
"17196",5,1,0,0,1,1
"17197",8,3,1,0,0,1
"17198",10,4,0,0,0,0
"17199",10,5,1,0,0,1
"17200",10,1,0,0,1,0
"17201",7,4,0,0,0,0
"17202",9,2,1,1,1,1
"17203",9,2,1,0,1,1
"17204",9,2,1,0,1,0
"17205",8,5,1,1,1,1
"17206",8,4,1,0,1,1
"17207",10,4,0,0,0,0
"17208",9,2,1,0,1,1
"17209",10,1,0,0,1,0
"17210",9,5,1,0,0,1
"17211",8,2,1,0,1,1
"17212",9,1,1,0,1,0
"17213",4,2,0,0,1,0
"17214",7,3,0,0,0,0
"17215",10,1,1,0,1,1
"17216",7,2,0,0,1,NA
"17217",9,2,1,0,1,1
"17218",0,1,0,0,1,0
"17219",9,1,0,0,1,0
"17220",8,1,1,0,1,1
"17221",8,4,1,0,0,1
"17222",7,1,0,0,1,0
"17223",6,1,0,0,1,0
"17224",6,1,1,0,1,0
"17225",10,2,1,0,1,1
"17226",9,4,1,0,0,1
"17227",10,4,1,0,1,1
"17228",9,1,1,0,1,1
"17229",10,2,1,0,1,1
"17230",0,1,1,0,1,0
"17231",6,1,1,0,1,0
"17232",9,1,1,0,1,1
"17233",9,3,1,0,0,1
"17234",10,1,1,0,1,1
"17235",10,2,1,0,1,0
"17236",10,4,1,0,1,1
"17237",8,6,1,0,0,1
"17238",8,4,1,0,0,1
"17239",8,1,1,0,1,1
"17240",8,2,1,0,1,0
"17241",7,4,1,0,1,1
"17242",8,2,1,0,1,1
"17243",8,2,1,1,1,1
"17244",4,1,0,0,1,1
"17245",7,2,1,0,1,0
"17246",5,2,1,0,1,1
"17247",10,2,1,1,1,1
"17248",8,4,1,0,1,1
"17249",8,2,1,1,1,1
"17250",8,6,0,0,0,0
"17251",10,3,1,1,1,1
"17252",7,3,1,0,1,1
"17253",8,2,0,0,1,0
"17254",8,1,1,0,1,1
"17255",10,2,1,0,1,0
"17256",8,1,0,0,1,1
"17257",7,3,1,0,1,1
"17258",9,2,0,1,1,0
"17259",1,1,1,0,1,0
"17260",8,1,1,0,1,0
"17261",10,6,1,0,0,1
"17262",10,2,1,0,1,1
"17263",10,1,0,0,1,0
"17264",5,1,0,0,1,0
"17265",3,3,1,0,1,1
"17266",8,6,1,0,0,1
"17267",10,1,0,0,1,0
"17268",8,1,1,0,1,1
"17269",8,2,1,1,1,1
"17270",10,3,1,0,0,1
"17271",10,1,1,0,1,0
"17272",7,1,0,0,1,0
"17273",5,5,1,0,0,1
"17274",8,2,1,0,1,1
"17275",9,3,1,0,0,1
"17276",9,1,1,0,1,1
"17277",8,2,1,1,1,1
"17278",9,2,1,0,1,1
"17279",8,4,0,0,0,NA
"17280",8,2,1,0,1,1
"17281",8,4,1,0,0,0
"17282",10,2,1,1,1,1
"17283",10,2,1,1,1,1
"17284",8,2,0,1,1,0
"17285",10,1,1,0,1,1
"17286",8,2,1,0,1,1
"17287",8,3,1,0,0,1
"17288",9,2,1,1,1,1
"17289",8,5,1,0,0,1
"17290",10,1,1,0,1,1
"17291",9,4,0,0,0,0
"17292",7,4,1,0,0,0
"17293",10,2,1,0,1,1
"17294",10,4,1,0,0,1
"17295",10,2,1,0,1,1
"17296",10,1,0,0,1,0
"17297",8,1,0,0,1,0
"17298",7,2,1,0,0,1
"17299",9,1,0,0,1,0
"17300",10,1,1,0,1,0
"17301",9,1,1,0,1,1
"17302",9,2,1,1,1,1
"17303",9,2,0,1,1,0
"17304",5,2,1,0,1,1
"17305",10,2,1,0,1,1
"17306",9,2,1,0,1,1
"17307",10,4,1,0,0,0
"17308",8,2,1,0,1,1
"17309",10,1,1,0,1,0
"17310",6,3,1,0,1,1
"17311",8,3,1,0,1,0
"17312",7,1,0,0,1,0
"17313",10,1,1,0,1,1
"17314",4,5,1,0,1,0
"17315",10,3,0,0,1,0
"17316",6,2,1,0,1,1
"17317",9,3,1,0,0,1
"17318",6,3,1,0,0,1
"17319",5,4,1,0,0,1
"17320",8,1,1,0,1,0
"17321",4,3,1,0,1,0
"17322",10,6,1,0,1,1
"17323",10,2,0,0,1,0
"17324",7,1,1,0,1,1
"17325",8,1,0,0,1,1
"17326",10,2,0,0,1,0
"17327",7,2,1,0,1,1
"17328",9,4,1,0,0,1
"17329",9,2,1,0,1,1
"17330",8,1,0,0,1,0
"17331",6,1,1,0,1,0
"17332",7,1,1,0,1,0
"17333",10,3,1,0,1,1
"17334",6,1,0,0,1,1
"17335",10,2,1,0,1,1
"17336",8,3,1,0,1,0
"17337",10,4,1,1,0,1
"17338",8,1,0,0,1,0
"17339",8,3,1,0,1,1
"17340",5,1,1,0,1,1
"17341",10,1,1,0,1,1
"17342",8,2,1,0,1,1
"17343",5,2,0,0,1,0
"17344",9,3,1,1,0,1
"17345",7,4,1,0,0,1
"17346",8,3,1,0,1,1
"17347",8,3,1,0,1,1
"17348",10,1,0,0,1,0
"17349",8,4,1,1,0,0
"17350",8,2,1,0,1,1
"17351",6,5,1,1,0,1
"17352",9,2,1,0,1,1
"17353",5,4,1,0,1,1
"17354",10,2,1,0,1,0
"17355",9,2,1,0,1,1
"17356",9,5,1,0,1,1
"17357",9,2,1,0,1,1
"17358",10,2,1,1,1,1
"17359",8,4,1,0,0,1
"17360",10,1,0,0,1,NA
"17361",8,2,1,0,1,1
"17362",7,2,1,1,1,0
"17363",7,1,1,0,1,0
"17364",8,5,1,0,0,1
"17365",8,4,1,1,0,0
"17366",9,2,1,0,1,1
"17367",9,2,1,0,1,1
"17368",10,2,1,0,1,1
"17369",8,1,0,0,1,1
"17370",10,3,0,0,0,0
"17371",8,2,0,0,1,0
"17372",6,3,1,0,1,0
"17373",9,4,1,0,0,0
"17374",7,2,1,1,1,1
"17375",8,2,1,0,1,1
"17376",5,2,1,0,0,1
"17377",7,1,1,0,1,0
"17378",8,3,1,1,0,1
"17379",7,2,1,0,1,1
"17380",7,4,1,0,0,1
"17381",6,3,0,0,0,1
"17382",7,1,0,0,1,0
"17383",7,4,1,0,0,1
"17384",8,2,1,0,1,1
"17385",10,2,1,0,1,1
"17386",5,2,1,0,1,1
"17387",10,1,0,0,1,0
"17388",5,4,0,0,0,0
"17389",6,1,0,0,1,0
"17390",8,2,1,1,1,1
"17391",7,3,0,0,0,0
"17392",9,2,1,0,1,1
"17393",10,3,0,1,0,1
"17394",8,2,1,0,1,1
"17395",6,3,1,0,0,1
"17396",9,5,1,0,1,1
"17397",8,2,1,0,1,0
"17398",8,3,1,0,1,1
"17399",9,6,1,0,0,1
"17400",7,3,1,0,1,1
"17401",8,1,0,0,1,1
"17402",8,1,0,0,1,0
"17403",7,3,1,0,1,0
"17404",9,1,1,0,1,1
"17405",8,2,1,0,1,0
"17406",7,4,1,0,0,1
"17407",9,1,1,0,1,1
"17408",7,1,0,0,1,0
"17409",6,1,1,0,1,1
"17410",10,2,1,0,1,0
"17411",7,3,1,0,0,0
"17412",5,1,1,0,1,0
"17413",7,2,1,0,1,0
"17414",10,2,1,0,1,1
"17415",8,2,0,1,1,0
"17416",8,6,1,0,0,1
"17417",7,1,1,0,1,1
"17418",9,2,0,1,1,0
"17419",7,3,0,0,1,1
"17420",7,1,0,0,1,0
"17421",6,5,1,0,0,0
"17422",9,2,1,0,1,0
"17423",10,5,1,0,0,1
"17424",8,4,1,0,1,1
"17425",10,3,1,0,0,1
"17426",10,2,1,0,1,1
"17427",8,1,1,0,1,1
"17428",10,2,1,0,1,1
"17429",6,1,0,0,1,0
"17430",9,4,1,0,0,0
"17431",9,1,0,0,1,0
"17432",8,4,1,0,0,1
"17433",6,2,1,0,1,0
"17434",9,5,1,1,0,1
"17435",8,4,1,0,0,1
"17436",7,1,0,0,1,0
"17437",8,3,0,0,0,0
"17438",9,2,1,0,1,1
"17439",7,2,1,1,1,1
"17440",9,2,1,0,1,1
"17441",9,2,1,0,1,1
"17442",8,2,1,1,1,1
"17443",9,3,1,1,0,1
"17444",7,3,1,0,0,1
"17445",5,4,0,0,1,0
"17446",9,2,1,0,1,1
"17447",10,2,1,0,1,1
"17448",8,2,1,0,1,1
"17449",6,1,0,0,1,0
"17450",8,1,1,0,1,1
"17451",7,3,0,0,1,1
"17452",0,1,0,0,1,0
"17453",10,1,1,0,1,0
"17454",6,4,0,0,0,1
"17455",8,3,1,0,1,0
"17456",5,1,0,0,1,0
"17457",10,2,1,0,1,1
"17458",8,2,1,0,1,1
"17459",7,2,1,0,1,0
"17460",10,4,1,0,0,1
"17461",10,1,0,0,1,0
"17462",9,3,1,0,1,1
"17463",10,4,1,0,1,1
"17464",3,2,0,0,0,0
"17465",5,4,1,0,0,1
"17466",7,3,1,0,1,1
"17467",10,2,1,0,1,1
"17468",10,2,1,0,1,0
"17469",7,4,1,0,0,1
"17470",8,1,0,0,1,1
"17471",8,2,1,0,1,1
"17472",7,1,1,0,1,0
"17473",8,2,1,0,1,1
"17474",10,2,1,0,1,1
"17475",7,2,1,0,1,1
"17476",7,4,0,0,0,1
"17477",10,2,1,0,1,1
"17478",8,1,0,0,1,1
"17479",10,2,1,0,1,1
"17480",10,2,1,0,1,1
"17481",9,4,0,0,0,1
"17482",6,2,0,1,1,0
"17483",8,2,1,0,1,1
"17484",8,1,1,0,1,1
"17485",10,2,1,0,1,0
"17486",8,3,1,1,1,1
"17487",8,4,1,0,0,1
"17488",10,2,1,1,1,1
"17489",9,1,0,0,1,0
"17490",10,1,1,0,1,1
"17491",9,6,1,0,1,1
"17492",9,1,0,0,1,0
"17493",9,2,1,1,1,1
"17494",8,3,0,0,1,0
"17495",6,3,0,1,1,1
"17496",9,4,1,0,0,1
"17497",5,3,1,0,1,1
"17498",6,1,1,0,1,1
"17499",7,2,1,0,1,1
"17500",9,1,1,0,1,0
"17501",9,6,1,0,1,1
"17502",8,1,1,0,1,0
"17503",9,4,1,0,0,1
"17504",9,1,1,0,1,1
"17505",10,2,1,1,1,1
"17506",7,2,1,0,1,1
"17507",7,2,1,0,1,0
"17508",8,1,1,0,1,1
"17509",9,2,1,0,1,0
"17510",8,3,1,0,1,1
"17511",6,3,0,0,0,0
"17512",8,2,1,0,1,1
"17513",10,2,1,0,1,1
"17514",10,1,1,0,1,1
"17515",9,4,1,0,0,1
"17516",9,2,1,0,1,1
"17517",8,2,1,0,1,1
"17518",10,2,1,0,1,0
"17519",10,4,0,0,0,0
"17520",8,5,0,1,0,0
"17521",7,4,1,0,0,1
"17522",8,4,1,0,1,1
"17523",7,3,1,1,0,1
"17524",7,4,0,0,0,1
"17525",8,1,1,0,1,1
"17526",8,2,1,0,1,1
"17527",9,2,0,0,1,0
"17528",7,1,1,0,1,1
"17529",7,1,0,0,1,0
"17530",9,2,1,0,1,1
"17531",9,2,1,1,1,0
"17532",10,4,1,0,0,1
"17533",8,4,1,0,0,1
"17534",10,2,1,0,1,1
"17535",3,2,1,0,1,1
"17536",9,2,1,0,1,1
"17537",8,1,1,0,1,0
"17538",10,1,0,0,1,1
"17539",9,2,1,0,1,1
"17540",2,1,0,0,1,1
"17541",9,2,1,0,1,1
"17542",5,1,0,0,1,0
"17543",8,1,1,0,1,1
"17544",6,4,1,0,0,1
"17545",6,3,0,0,1,0
"17546",10,2,0,0,1,NA
"17547",5,1,0,0,1,0
"17548",10,4,1,0,0,1
"17549",10,2,1,0,1,1
"17550",9,4,1,1,0,1
"17551",10,5,0,0,0,1
"17552",10,1,0,0,1,0
"17553",8,2,1,0,1,1
"17554",9,5,1,0,0,1
"17555",6,4,1,0,0,1
"17556",9,1,1,0,1,1
"17557",8,3,1,0,1,1
"17558",8,2,1,0,1,1
"17559",9,2,1,0,0,0
"17560",5,1,1,0,1,1
"17561",9,1,0,0,1,0
"17562",10,2,1,0,1,0
"17563",10,2,0,0,1,0
"17564",8,2,1,0,1,1
"17565",9,1,0,0,1,0
"17566",9,6,1,0,0,1
"17567",8,2,0,1,1,0
"17568",0,3,0,0,1,0
"17569",7,1,1,0,1,0
"17570",9,2,1,1,1,1
"17571",10,2,1,0,0,0
"17572",10,4,0,1,0,0
"17573",8,2,0,0,1,0
"17574",8,1,1,0,1,1
"17575",7,1,1,0,1,0
"17576",8,4,1,0,0,1
"17577",10,3,1,0,1,1
"17578",9,2,1,0,1,1
"17579",7,1,0,0,1,0
"17580",9,3,1,0,1,1
"17581",6,1,1,0,1,0
"17582",7,1,0,0,1,0
"17583",6,3,0,0,0,0
"17584",8,4,1,0,1,1
"17585",10,1,1,0,1,1
"17586",6,1,0,0,1,0
"17587",10,4,1,0,0,1
"17588",9,1,1,0,1,1
"17589",7,1,1,0,1,1
"17590",9,4,1,0,0,1
"17591",10,2,1,0,1,0
"17592",9,2,1,1,1,1
"17593",10,2,0,0,1,0
"17594",9,2,1,0,1,1
"17595",8,2,1,0,1,0
"17596",8,5,0,0,1,0
"17597",10,1,0,0,1,0
"17598",7,4,1,0,1,1
"17599",8,6,1,0,0,1
"17600",7,4,1,0,0,1
"17601",10,3,1,0,0,1
"17602",10,5,1,0,0,1
"17603",10,4,1,0,1,1
"17604",10,2,1,0,1,1
"17605",10,6,1,0,1,1
"17606",9,3,1,0,1,1
"17607",8,2,1,0,1,1
"17608",9,2,1,0,1,1
"17609",8,3,1,0,1,1
"17610",10,2,1,0,1,1
"17611",8,3,1,0,1,1
"17612",9,3,1,0,0,1
"17613",8,5,1,1,0,1
"17614",9,5,1,1,0,1
"17615",10,3,1,0,1,0
"17616",5,2,1,0,1,1
"17617",10,3,0,0,1,0
"17618",9,2,1,1,1,0
"17619",9,2,1,0,1,0
"17620",8,3,1,1,1,0
"17621",8,1,1,0,1,1
"17622",7,2,1,1,1,0
"17623",8,2,0,0,1,0
"17624",9,3,1,0,1,1
"17625",6,2,0,0,0,0
"17626",8,2,1,0,1,1
"17627",9,2,1,0,1,0
"17628",8,1,0,0,1,0
"17629",7,3,1,0,1,0
"17630",4,2,0,1,1,1
"17631",9,4,1,0,1,1
"17632",5,1,1,0,1,1
"17633",9,2,1,0,1,0
"17634",8,4,1,1,0,1
"17635",7,1,1,0,1,0
"17636",9,4,1,0,0,1
"17637",7,2,1,0,1,1
"17638",6,4,0,0,0,1
"17639",7,1,0,0,1,0
"17640",9,2,1,0,1,0
"17641",10,1,1,0,1,0
"17642",7,3,1,0,0,1
"17643",5,1,0,0,1,0
"17644",10,3,1,0,1,1
"17645",9,1,1,0,1,0
"17646",7,2,0,1,1,1
"17647",8,1,0,0,1,0
"17648",7,1,1,0,1,0
"17649",7,3,0,0,0,1
"17650",8,2,0,0,0,0
"17651",10,4,1,0,1,1
"17652",10,2,1,0,1,1
"17653",8,1,0,0,1,0
"17654",8,2,1,0,1,1
"17655",9,2,1,0,1,1
"17656",8,4,1,0,1,1
"17657",10,4,1,1,0,1
"17658",9,2,1,0,1,1
"17659",9,1,0,0,1,0
"17660",8,2,1,1,1,1
"17661",6,1,0,0,1,1
"17662",7,2,1,0,1,0
"17663",10,3,1,0,1,1
"17664",10,4,1,1,0,1
"17665",6,1,0,0,1,0
"17666",7,2,1,0,1,0
"17667",9,3,1,0,0,0
"17668",9,1,0,0,1,0
"17669",7,2,1,0,1,1
"17670",5,5,0,0,1,0
"17671",10,2,1,0,1,0
"17672",10,2,0,0,1,0
"17673",6,2,0,0,1,0
"17674",8,1,0,0,1,0
"17675",7,1,1,0,1,0
"17676",5,1,0,0,1,0
"17677",9,2,1,0,1,0
"17678",8,2,0,1,1,0
"17679",8,2,1,0,1,1
"17680",8,2,1,0,1,0
"17681",8,6,1,0,0,1
"17682",9,2,1,0,1,1
"17683",8,4,1,0,0,1
"17684",10,1,1,0,1,1
"17685",7,1,1,0,1,0
"17686",8,2,1,0,1,1
"17687",10,4,1,0,0,1
"17688",6,2,0,1,1,0
"17689",9,3,1,0,0,1
"17690",9,2,0,0,1,1
"17691",9,1,0,0,1,1
"17692",8,4,1,0,0,0
"17693",9,2,1,0,1,0
"17694",7,1,1,0,1,1
"17695",8,3,1,0,0,1
"17696",8,1,0,0,1,0
"17697",9,5,1,1,0,1
"17698",8,1,1,0,1,0
"17699",7,1,1,0,1,0
"17700",8,4,1,1,0,1
"17701",9,3,1,0,0,0
"17702",10,2,1,0,1,1
"17703",8,3,0,1,0,0
"17704",8,1,0,0,1,0
"17705",9,2,1,0,1,1
"17706",8,1,1,0,1,1
